Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,VehiclePrice,PoliceReportFiled,WitnessPresent,NumberOfSuppliments,AddressChange_Claim,Deductible,DriverRating,Age,AgeOfVehicle,Fault,AccidentArea,BasePolicy,VehicleCategory,FraudFound_P
more than 30,more than 30,none,more than 69000,No,No,more than 5,no change,400,2,42,7 years,Policy Holder,Urban,Liability,Sport,1
more than 30,more than 30,1,30000 to 39000,No,No,none,no change,400,1,51,more than 7,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,1,20000 to 29000,No,No,none,no change,400,3,35,6 years,Third Party,Urban,Collision,Sedan,0
more than 30,more than 30,2 to 4,20000 to 29000,No,No,1 to 2,no change,400,3,21,5 years,Third Party,Urban,All Perils,Sedan,0
more than 30,more than 30,2 to 4,30000 to 39000,No,No,3 to 5,no change,400,1,30,7 years,Third Party,Urban,Collision,Sedan,0
more than 30,more than 30,1,20000 to 29000,No,No,3 to 5,no change,400,3,51,7 years,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,2 to 4,20000 to 29000,No,No,none,no change,400,3,37,7 years,Policy Holder,Urban,All Perils,Sedan,0
more than 30,more than 30,none,30000 to 39000,No,No,none,no change,400,3,44,7 years,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,2 to 4,20000 to 29000,No,No,1 to 2,no change,400,3,26,6 years,Policy Holder,Urban,Collision,Sedan,1
more than 30,more than 30,2 to 4,30000 to 39000,No,No,1 to 2,4 to 8 years,400,4,44,7 years,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,2 to 4,30000 to 39000,No,No,none,no change,400,3,32,6 years,Third Party,Urban,Collision,Sedan,0
more than 30,more than 30,none,more than 69000,No,No,none,no change,400,2,59,more than 7,Policy Holder,Urban,Collision,Sport,0
more than 30,more than 30,none,20000 to 29000,No,No,none,no change,400,1,41,7 years,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,none,20000 to 29000,No,No,none,no change,400,2,52,more than 7,Policy Holder,Urban,All Perils,Sedan,0
more than 30,more than 30,1,more than 69000,No,No,none,2 to 3 years,400,2,43,4 years,Third Party,Urban,Collision,Sport,1
more than 30,more than 30,more than 4,20000 to 29000,No,No,none,no change,400,2,42,7 years,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,1,20000 to 29000,No,No,more than 5,no change,400,2,29,6 years,Policy Holder,Urban,All Perils,Sedan,1
more than 30,more than 30,2 to 4,30000 to 39000,No,No,more than 5,no change,400,2,45,7 years,Policy Holder,Urban,Collision,Sedan,1
more than 30,more than 30,more than 4,20000 to 29000,No,No,none,1 year,400,2,38,7 years,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,none,20000 to 29000,No,No,none,4 to 8 years,400,1,34,6 years,Policy Holder,Urban,All Perils,Sedan,0
more than 30,more than 30,more than 4,30000 to 39000,No,No,more than 5,no change,400,4,38,more than 7,Policy Holder,Urban,Collision,Sedan,1
more than 30,more than 30,1,30000 to 39000,No,No,1 to 2,no change,400,2,55,more than 7,Third Party,Urban,Collision,Sedan,0
more than 30,more than 30,2 to 4,30000 to 39000,No,No,1 to 2,no change,400,1,39,more than 7,Policy Holder,Rural,All Perils,Sedan,0
more than 30,more than 30,1,20000 to 29000,No,No,none,no change,400,1,32,5 years,Policy Holder,Rural,Collision,Sedan,0
more than 30,more than 30,1,20000 to 29000,No,No,more than 5,no change,400,4,58,more than 7,Policy Holder,Urban,Collision,Sedan,0
more than 30,more than 30,2 to 4,more than 69000,No,No,more than 5,no change,400,3,35,7 years,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,2 to 4,20000 to 29000,No,No,3 to 5,no change,400,3,45,7 years,Policy Holder,Urban,Collision,Sedan,1
more than 30,more than 30,1,more than 69000,No,No,none,no change,400,1,64,more than 7,Policy Holder,Urban,All Perils,Utility,0
more than 30,more than 30,none,40000 to 59000,No,No,none,no change,400,1,26,6 years,Policy Holder,Rural,All Perils,Sedan,1
more than 30,more than 30,1,20000 to 29000,No,No,1 to 2,no change,400,1,45,more than 7,Policy Holder,Urban,All Perils,Sedan,1
more than 30,more than 30,1,20000 to 29000,No,No,more than 5,no change,400,3,52,more than 7,Policy Holder,Rural,Collision,Sedan,0
more than 30,more than 30,more than 4,30000 to 39000,No,No,more than 5,no change,400,3,28,6 years,Policy Holder,Urban,All Perils,Sedan,0
more than 30,more than 30,none,20000 to 29000,No,No,more than 5,no change,400,4,39,7 years,Policy Holder,Urban,All Perils,Sedan,0
more than 30,more than 30,1,20000 to 29000,No,No,more than 5,no change,400,3,50,more than 7,Third Party,Urban,Collision,Sedan,0
more than 30,more than 30,none,30000 to 39000,No,No,3 to 5,no change,400,1,41,more than 7,Policy Holder,Rural,Collision,Sedan,0
more than 30,more than 30,2 to 4,20000 to 29000,No,No,none,no change,400,3,44,7 years,Policy Holder,Urban,Collision,Sedan,0
more than 30,more than 30,none,20000 to 29000,No,No,none,no change,400,3,55,7 years,Policy Holder,Urban,All Perils,Sedan,0
more than 30,more than 30,none,20000 to 29000,No,No,none,under 6 months,400,2,50,7 years,Policy Holder,Urban,All Perils,Sedan,1
more than 30,more than 30,none,20000 to 29000,No,No,more than 5,4 to 8 years,400,4,44,7 years,Policy Holder,Urban,Collision,Sedan,0
more than 30,more than 30,none,20000 to 29000,No,No,none,no change,400,1,48,7 years,Policy Holder,Urban,Collision,Sedan,0
more than 30,more than 30,2 to 4,20000 to 29000,No,No,1 to 2,no change,400,4,40,6 years,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,none,20000 to 29000,No,No,1 to 2,no change,400,3,27,7 years,Policy Holder,Urban,Collision,Sedan,1
more than 30,more than 30,1,20000 to 29000,No,No,more than 5,no change,400,3,53,more than 7,Policy Holder,Rural,Collision,Sedan,1
more than 30,more than 30,1,more than 69000,No,No,none,no change,400,4,53,more than 7,Policy Holder,Urban,All Perils,Utility,0
more than 30,more than 30,none,30000 to 39000,No,No,more than 5,no change,400,4,42,7 years,Policy Holder,Urban,All Perils,Sedan,0
more than 30,more than 30,2 to 4,20000 to 29000,Yes,No,3 to 5,no change,400,3,21,5 years,Policy Holder,Urban,Collision,Sedan,0
more than 30,more than 30,none,20000 to 29000,No,No,none,no change,700,1,70,more than 7,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,1,40000 to 59000,No,No,1 to 2,no change,400,2,39,7 years,Policy Holder,Rural,All Perils,Sedan,0
more than 30,more than 30,none,less than 20000,No,No,none,no change,400,2,35,5 years,Policy Holder,Urban,Collision,Sedan,0
more than 30,more than 30,2 to 4,30000 to 39000,No,No,more than 5,no change,400,4,37,7 years,Policy Holder,Rural,Liability,Sport,0
more than 30,more than 30,more than 4,20000 to 29000,No,No,more than 5,no change,400,2,44,6 years,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,1,30000 to 39000,No,No,none,no change,400,2,38,7 years,Policy Holder,Urban,Collision,Sedan,1
more than 30,more than 30,none,30000 to 39000,No,No,none,no change,400,1,27,7 years,Policy Holder,Urban,Collision,Sedan,0
more than 30,more than 30,2 to 4,20000 to 29000,No,No,more than 5,no change,400,4,32,5 years,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,1,20000 to 29000,No,No,none,no change,400,3,33,6 years,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,none,less than 20000,No,No,none,no change,400,3,22,3 years,Policy Holder,Urban,All Perils,Sedan,1
more than 30,more than 30,none,less than 20000,No,No,none,no change,400,4,47,more than 7,Policy Holder,Urban,All Perils,Sedan,0
more than 30,more than 30,2 to 4,20000 to 29000,No,No,none,no change,400,1,63,7 years,Policy Holder,Urban,Collision,Sedan,0
more than 30,more than 30,2 to 4,20000 to 29000,No,No,none,no change,400,1,37,6 years,Policy Holder,Urban,Collision,Sedan,0
more than 30,more than 30,2 to 4,20000 to 29000,No,No,more than 5,no change,400,1,27,7 years,Policy Holder,Urban,Collision,Sedan,0
more than 30,more than 30,2 to 4,30000 to 39000,No,No,more than 5,no change,400,4,40,more than 7,Policy Holder,Rural,Liability,Sport,0
more than 30,more than 30,2 to 4,20000 to 29000,No,No,1 to 2,no change,400,1,64,more than 7,Third Party,Urban,Collision,Sedan,0
more than 30,more than 30,none,less than 20000,No,No,none,no change,400,4,31,7 years,Policy Holder,Urban,All Perils,Sedan,0
more than 30,more than 30,none,more than 69000,No,No,none,no change,400,1,24,6 years,Policy Holder,Urban,Collision,Sport,0
more than 30,more than 30,2 to 4,20000 to 29000,No,No,more than 5,no change,400,1,27,7 years,Policy Holder,Urban,Collision,Sedan,1
more than 30,more than 30,none,20000 to 29000,No,No,more than 5,no change,400,3,43,7 years,Policy Holder,Urban,Collision,Sedan,0
more than 30,more than 30,more than 4,20000 to 29000,No,No,none,no change,400,3,47,7 years,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,2 to 4,20000 to 29000,No,No,none,no change,400,1,41,7 years,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,none,20000 to 29000,No,No,none,no change,400,1,27,7 years,Policy Holder,Urban,All Perils,Sedan,0
more than 30,more than 30,1,30000 to 39000,No,No,none,no change,400,2,60,more than 7,Policy Holder,Urban,All Perils,Sedan,0
more than 30,more than 30,more than 4,20000 to 29000,No,No,more than 5,no change,400,3,57,more than 7,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,none,30000 to 39000,No,No,none,no change,400,4,55,7 years,Policy Holder,Urban,Collision,Sedan,0
more than 30,more than 30,none,20000 to 29000,No,No,1 to 2,no change,400,1,35,7 years,Policy Holder,Urban,Collision,Sedan,0
none,more than 30,1,less than 20000,No,No,none,no change,400,4,26,4 years,Policy Holder,Urban,All Perils,Sedan,1
more than 30,more than 30,1,30000 to 39000,No,No,more than 5,no change,400,4,40,more than 7,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,more than 4,20000 to 29000,No,No,1 to 2,no change,400,3,32,6 years,Policy Holder,Urban,Collision,Sedan,0
more than 30,more than 30,more than 4,20000 to 29000,No,No,more than 5,no change,400,3,34,6 years,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,more than 4,20000 to 29000,No,No,none,no change,400,4,62,6 years,Third Party,Urban,Liability,Sport,0
more than 30,more than 30,1,20000 to 29000,No,No,1 to 2,no change,400,4,47,more than 7,Third Party,Urban,Collision,Sedan,0
more than 30,more than 30,2 to 4,30000 to 39000,No,No,more than 5,no change,400,4,29,7 years,Policy Holder,Urban,Collision,Sedan,0
more than 30,more than 30,1,less than 20000,No,No,more than 5,no change,400,4,60,more than 7,Policy Holder,Urban,Collision,Sedan,0
more than 30,more than 30,2 to 4,20000 to 29000,No,No,3 to 5,no change,400,1,45,7 years,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,2 to 4,more than 69000,No,No,more than 5,no change,400,1,54,7 years,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,2 to 4,20000 to 29000,No,No,none,no change,400,2,37,7 years,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,2 to 4,less than 20000,No,No,more than 5,no change,400,4,26,6 years,Third Party,Urban,All Perils,Sedan,0
more than 30,more than 30,none,20000 to 29000,No,No,more than 5,no change,400,3,30,5 years,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,more than 4,20000 to 29000,No,No,1 to 2,no change,400,1,30,6 years,Third Party,Urban,Collision,Sedan,0
more than 30,more than 30,2 to 4,20000 to 29000,No,No,none,no change,400,3,65,more than 7,Policy Holder,Urban,Collision,Sedan,0
more than 30,more than 30,none,30000 to 39000,No,No,none,no change,400,4,26,7 years,Policy Holder,Urban,Collision,Sedan,0
more than 30,more than 30,1,20000 to 29000,No,No,1 to 2,no change,400,3,27,6 years,Policy Holder,Urban,Collision,Sedan,0
more than 30,more than 30,none,20000 to 29000,No,No,none,no change,400,1,40,7 years,Third Party,Urban,All Perils,Sedan,0
more than 30,more than 30,none,20000 to 29000,No,No,more than 5,no change,400,1,44,7 years,Policy Holder,Urban,Collision,Sedan,0
more than 30,more than 30,more than 4,more than 69000,No,No,more than 5,no change,400,2,29,7 years,Policy Holder,Urban,Collision,Sedan,0
more than 30,more than 30,none,20000 to 29000,No,No,none,no change,400,2,39,6 years,Policy Holder,Urban,All Perils,Sedan,1
more than 30,more than 30,2 to 4,30000 to 39000,No,No,3 to 5,no change,400,4,28,7 years,Policy Holder,Urban,Collision,Sedan,0
more than 30,more than 30,2 to 4,less than 20000,No,No,none,no change,400,2,68,more than 7,Policy Holder,Rural,All Perils,Sedan,0
more than 30,more than 30,2 to 4,30000 to 39000,No,No,1 to 2,no change,400,2,54,more than 7,Policy Holder,Urban,Collision,Sedan,0
more than 30,more than 30,none,20000 to 29000,No,No,none,no change,400,2,54,more than 7,Third Party,Urban,All Perils,Sedan,0
more than 30,more than 30,2 to 4,30000 to 39000,No,No,none,no change,400,2,38,more than 7,Policy Holder,Urban,Liability,Sport,1
more than 30,more than 30,2 to 4,20000 to 29000,No,No,more than 5,no change,400,2,30,6 years,Third Party,Urban,Collision,Sedan,0
more than 30,more than 30,2 to 4,20000 to 29000,No,No,more than 5,no change,400,2,57,7 years,Policy Holder,Urban,Collision,Sedan,0
more than 30,more than 30,2 to 4,more than 69000,No,No,none,no change,400,3,47,more than 7,Policy Holder,Urban,Collision,Sedan,1
more than 30,more than 30,none,less than 20000,No,No,1 to 2,no change,400,3,38,more than 7,Policy Holder,Urban,All Perils,Sedan,0
more than 30,more than 30,2 to 4,40000 to 59000,No,No,3 to 5,no change,400,4,28,6 years,Policy Holder,Urban,Collision,Sedan,0
more than 30,more than 30,more than 4,40000 to 59000,No,No,1 to 2,no change,400,1,39,7 years,Policy Holder,Urban,Liability,Utility,0
more than 30,more than 30,none,more than 69000,No,No,3 to 5,no change,400,1,46,more than 7,Policy Holder,Urban,All Perils,Sedan,0
more than 30,more than 30,1,20000 to 29000,No,No,none,no change,400,3,30,6 years,Policy Holder,Urban,Collision,Sedan,0
more than 30,more than 30,2 to 4,30000 to 39000,No,No,none,no change,400,3,60,more than 7,Policy Holder,Urban,All Perils,Sedan,0
more than 30,more than 30,none,20000 to 29000,No,No,none,no change,700,3,26,7 years,Policy Holder,Urban,All Perils,Sedan,1
more than 30,more than 30,2 to 4,30000 to 39000,Yes,No,3 to 5,no change,400,1,39,7 years,Policy Holder,Urban,Collision,Sedan,0
more than 30,more than 30,1,30000 to 39000,No,No,none,no change,400,4,47,more than 7,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,none,20000 to 29000,No,No,more than 5,no change,400,3,62,more than 7,Policy Holder,Urban,Collision,Sedan,0
more than 30,more than 30,2 to 4,20000 to 29000,No,No,none,no change,400,4,30,6 years,Policy Holder,Urban,Collision,Sedan,1
more than 30,more than 30,more than 4,30000 to 39000,No,No,none,no change,400,3,41,7 years,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,none,20000 to 29000,No,No,1 to 2,no change,400,3,28,6 years,Third Party,Urban,Collision,Sedan,0
more than 30,more than 30,1,less than 20000,No,No,none,no change,400,2,63,7 years,Policy Holder,Urban,All Perils,Sedan,0
more than 30,more than 30,more than 4,20000 to 29000,No,No,none,no change,400,3,33,6 years,Third Party,Urban,Liability,Sport,0
more than 30,more than 30,none,less than 20000,No,No,none,no change,400,2,31,6 years,Third Party,Urban,All Perils,Sedan,0
more than 30,more than 30,2 to 4,40000 to 59000,No,No,3 to 5,no change,400,4,44,7 years,Policy Holder,Urban,Collision,Sedan,0
more than 30,more than 30,none,30000 to 39000,No,No,more than 5,no change,400,1,33,6 years,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,1,20000 to 29000,No,No,none,no change,400,2,68,more than 7,Policy Holder,Urban,All Perils,Sedan,0
more than 30,more than 30,none,20000 to 29000,No,No,none,no change,400,1,40,5 years,Third Party,Urban,Collision,Sedan,0
more than 30,more than 30,more than 4,30000 to 39000,No,No,more than 5,no change,400,1,28,6 years,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,none,more than 69000,No,No,1 to 2,no change,400,1,38,7 years,Policy Holder,Urban,All Perils,Sedan,1
more than 30,more than 30,2 to 4,more than 69000,No,No,more than 5,no change,400,1,26,7 years,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,2 to 4,less than 20000,No,No,none,no change,400,4,48,7 years,Policy Holder,Rural,All Perils,Sedan,1
more than 30,more than 30,more than 4,20000 to 29000,No,No,none,no change,400,3,23,5 years,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,none,20000 to 29000,No,No,none,no change,400,3,41,7 years,Policy Holder,Urban,All Perils,Sedan,0
more than 30,more than 30,none,20000 to 29000,No,No,none,no change,400,4,48,7 years,Policy Holder,Urban,Collision,Sedan,1
more than 30,more than 30,none,less than 20000,No,No,none,no change,400,2,42,7 years,Policy Holder,Urban,All Perils,Sedan,0
more than 30,more than 30,2 to 4,20000 to 29000,No,No,none,no change,400,4,33,7 years,Policy Holder,Urban,Collision,Sedan,0
more than 30,more than 30,2 to 4,20000 to 29000,No,No,none,no change,400,3,47,7 years,Policy Holder,Urban,All Perils,Sedan,0
more than 30,more than 30,none,20000 to 29000,No,No,1 to 2,no change,400,4,42,7 years,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,2 to 4,30000 to 39000,No,No,more than 5,no change,400,3,30,6 years,Policy Holder,Rural,All Perils,Sedan,0
more than 30,more than 30,none,more than 69000,No,No,none,no change,400,3,33,6 years,Policy Holder,Urban,All Perils,Sedan,1
more than 30,more than 30,1,20000 to 29000,No,No,none,no change,400,2,45,more than 7,Policy Holder,Urban,Collision,Sedan,0
more than 30,more than 30,none,20000 to 29000,No,No,1 to 2,no change,400,3,55,7 years,Third Party,Urban,All Perils,Sedan,0
more than 30,more than 30,none,less than 20000,No,No,none,4 to 8 years,400,4,28,5 years,Third Party,Urban,Collision,Sedan,0
more than 30,more than 30,none,less than 20000,No,No,none,no change,400,4,55,more than 7,Policy Holder,Urban,All Perils,Sedan,0
more than 30,more than 30,2 to 4,20000 to 29000,No,No,1 to 2,no change,400,2,40,7 years,Policy Holder,Urban,Collision,Sedan,1
more than 30,more than 30,more than 4,more than 69000,No,No,none,no change,400,4,29,7 years,Third Party,Urban,All Perils,Utility,0
